product_name,price_per_unit,date,vendor_id
Corporate Smartphone,1016.06,2025-12-27,V005255
Corporate Smartphone,1148.37,2025-08-18,V005255
Corporate Smartphone,776.57,2025-11-30,V005255
Corporate Smartphone,1188.14,2025-06-27,V005255
Rack Server,9099.09,2024-07-08,V005255
Rack Server,8872.38,2025-07-03,V005255
Cloud Compute Credit,295.33,2025-07-30,V005255
Cloud Compute Credit,557.69,2025-04-01,V005255
Enterprise Laptop,1256.37,2024-09-05,V005256
Enterprise Laptop,1031.47,2024-05-11,V005256
Enterprise Laptop,1005.0,2025-12-18,V005256
Corporate Smartphone,913.6,2025-06-19,V005256
Corporate Smartphone,926.57,2025-10-17,V005256
Corporate Smartphone,690.3,2024-12-04,V005256
Corporate Smartphone,784.01,2025-10-07,V005256
Rack Server,6502.41,2025-11-03,V005256
Rack Server,7441.86,2025-02-19,V005256
Rack Server,9406.43,2024-08-08,V005256
Rack Server,6176.51,2026-01-09,V005256
Cloud Compute Credit,335.01,2025-11-18,V005256
Cloud Compute Credit,451.5,2026-01-06,V005256
Enterprise Laptop,958.53,2025-02-22,V005257
Enterprise Laptop,1195.16,2024-10-21,V005257
Enterprise Laptop,1090.65,2026-01-23,V005257
Corporate Smartphone,1002.53,2024-09-24,V005257
Corporate Smartphone,903.47,2025-11-27,V005257
Corporate Smartphone,645.86,2025-01-01,V005257
Corporate Smartphone,1048.55,2024-05-14,V005257
Rack Server,6683.65,2025-12-08,V005257
Rack Server,8613.81,2024-10-14,V005257
Cloud Compute Credit,314.87,2024-12-28,V005257
Cloud Compute Credit,248.61,2026-04-13,V005257
Cloud Compute Credit,214.74,2025-03-12,V005257
Enterprise Laptop,886.93,2025-10-26,V005258
Enterprise Laptop,1121.54,2024-10-20,V005258
Corporate Smartphone,774.13,2025-12-19,V005258
Corporate Smartphone,535.06,2024-12-15,V005258
Corporate Smartphone,589.67,2026-01-05,V005258
Rack Server,9369.97,2024-07-09,V005258
Rack Server,7606.3,2024-06-16,V005258
Cloud Compute Credit,287.12,2026-01-20,V005258
Cloud Compute Credit,262.85,2025-01-03,V005258
Cloud Compute Credit,415.83,2025-08-19,V005258
Enterprise Laptop,976.95,2025-09-15,V005259
Enterprise Laptop,956.16,2024-06-16,V005259
Enterprise Laptop,951.17,2024-12-07,V005259
Corporate Smartphone,978.8,2025-03-11,V005259
Corporate Smartphone,636.22,2024-07-26,V005259
Corporate Smartphone,670.99,2024-10-23,V005259
Corporate Smartphone,898.69,2025-09-17,V005259
Rack Server,6311.33,2025-03-29,V005259
Rack Server,6618.39,2026-02-13,V005259
Rack Server,7482.87,2026-01-31,V005259
Rack Server,6705.88,2025-04-10,V005259
Cloud Compute Credit,263.17,2025-12-29,V005259
Cloud Compute Credit,117.3,2024-08-08,V005259
Enterprise Laptop,1472.13,2024-08-18,V005260
Enterprise Laptop,1345.07,2025-03-25,V005260
Corporate Smartphone,690.55,2025-09-23,V005260
Corporate Smartphone,825.63,2024-11-01,V005260
Rack Server,9536.8,2025-09-06,V005260
Rack Server,11636.55,2024-06-18,V005260
Cloud Compute Credit,512.67,2024-12-10,V005260
Cloud Compute Credit,502.25,2024-09-24,V005260
Enterprise Laptop,1518.72,2024-07-23,V005261
Enterprise Laptop,1266.78,2025-03-30,V005261
Enterprise Laptop,1325.64,2025-06-14,V005261
Corporate Smartphone,849.79,2024-08-16,V005261
Corporate Smartphone,922.34,2025-02-23,V005261
Rack Server,8707.78,2026-01-18,V005261
Rack Server,9671.92,2025-06-08,V005261
Rack Server,6514.07,2026-01-17,V005261
Rack Server,7397.61,2025-10-25,V005261
Cloud Compute Credit,489.98,2024-07-04,V005261
Cloud Compute Credit,457.88,2024-06-11,V005261
Cloud Compute Credit,187.77,2025-09-11,V005261
Enterprise Laptop,1037.56,2026-02-23,V005262
Enterprise Laptop,1175.45,2025-01-05,V005262
Corporate Smartphone,1014.67,2024-09-13,V005262
Corporate Smartphone,615.12,2026-01-25,V005262
Corporate Smartphone,1047.96,2024-09-08,V005262
Corporate Smartphone,805.84,2025-07-05,V005262
Rack Server,8689.57,2025-01-05,V005262
Rack Server,10316.3,2024-10-24,V005262
Rack Server,9783.85,2024-08-17,V005262
Rack Server,10993.21,2024-08-07,V005262
Cloud Compute Credit,252.11,2025-11-30,V005262
Cloud Compute Credit,254.71,2024-12-28,V005262
Cloud Compute Credit,129.47,2024-09-11,V005262
Enterprise Laptop,1486.65,2024-08-04,V005263
Enterprise Laptop,1420.94,2024-09-23,V005263
Enterprise Laptop,1678.46,2024-05-01,V005263
Corporate Smartphone,797.17,2025-06-02,V005263
Corporate Smartphone,589.61,2026-02-23,V005263
Rack Server,8960.11,2026-02-28,V005263
Rack Server,8285.53,2026-03-07,V005263
Rack Server,9836.91,2024-05-19,V005263
Rack Server,9421.55,2025-02-24,V005263
Cloud Compute Credit,198.63,2025-12-31,V005263
Cloud Compute Credit,334.87,2025-08-10,V005263
Cloud Compute Credit,514.57,2024-10-18,V005263
Cloud Compute Credit,252.9,2024-05-11,V005263
Enterprise Laptop,1163.89,2025-08-14,V005264
Enterprise Laptop,1248.19,2025-07-08,V005264
Enterprise Laptop,1211.95,2024-07-28,V005264
Enterprise Laptop,1051.08,2025-03-07,V005264
Corporate Smartphone,773.15,2024-09-14,V005264
Corporate Smartphone,793.88,2024-12-03,V005264
Corporate Smartphone,634.18,2025-05-15,V005264
Corporate Smartphone,1027.88,2024-10-26,V005264
Rack Server,6761.52,2025-10-03,V005264
Rack Server,9224.99,2025-02-13,V005264
Rack Server,9559.3,2024-07-19,V005264
Cloud Compute Credit,314.27,2025-07-20,V005264
Cloud Compute Credit,437.78,2024-05-13,V005264
Enterprise Laptop,1142.11,2025-11-15,V005265
Enterprise Laptop,1112.38,2025-01-05,V005265
Enterprise Laptop,1355.93,2024-08-05,V005265
Corporate Smartphone,956.27,2024-10-16,V005265
Corporate Smartphone,638.34,2025-08-09,V005265
Rack Server,7568.86,2025-07-31,V005265
Rack Server,8758.43,2024-07-17,V005265
Rack Server,7235.86,2025-10-09,V005265
Cloud Compute Credit,287.03,2024-06-03,V005265
Cloud Compute Credit,260.61,2025-01-11,V005265
Cloud Compute Credit,102.36,2025-06-01,V005265
Cloud Compute Credit,299.92,2025-02-15,V005265
Enterprise Laptop,1271.49,2024-12-25,V005266
Enterprise Laptop,973.92,2024-12-20,V005266
Enterprise Laptop,938.07,2025-04-26,V005266
Enterprise Laptop,977.68,2025-06-07,V005266
Corporate Smartphone,887.04,2025-01-04,V005266
Corporate Smartphone,728.48,2024-05-18,V005266
Corporate Smartphone,508.59,2026-01-03,V005266
Corporate Smartphone,764.23,2025-02-01,V005266
Rack Server,10100.61,2024-06-10,V005266
Rack Server,8122.47,2025-04-28,V005266
Rack Server,8401.52,2024-05-07,V005266
Rack Server,6654.76,2025-11-21,V005266
Cloud Compute Credit,366.48,2025-09-25,V005266
Cloud Compute Credit,142.92,2025-07-23,V005266
Enterprise Laptop,997.1,2025-12-16,V005267
Enterprise Laptop,1187.92,2024-10-08,V005267
Corporate Smartphone,604.58,2024-08-26,V005267
Corporate Smartphone,832.38,2025-07-13,V005267
Corporate Smartphone,967.51,2024-09-08,V005267
Rack Server,8748.23,2026-01-12,V005267
Rack Server,9350.16,2025-04-06,V005267
Rack Server,8782.71,2025-09-15,V005267
Rack Server,10955.0,2024-10-07,V005267
Cloud Compute Credit,342.09,2024-05-03,V005267
Cloud Compute Credit,430.44,2025-05-29,V005267
Enterprise Laptop,1144.24,2026-02-22,V005268
Enterprise Laptop,1181.25,2025-11-06,V005268
Enterprise Laptop,978.43,2024-11-11,V005268
Corporate Smartphone,782.08,2024-06-25,V005268
Corporate Smartphone,701.6,2024-09-16,V005268
Rack Server,6617.36,2024-12-10,V005268
Rack Server,10300.08,2024-08-17,V005268
Rack Server,7449.76,2025-11-14,V005268
Rack Server,7855.67,2024-06-19,V005268
Cloud Compute Credit,275.04,2024-09-08,V005268
Cloud Compute Credit,420.97,2024-05-10,V005268
Enterprise Laptop,855.39,2026-01-01,V005269
Enterprise Laptop,1077.21,2026-03-23,V005269
Corporate Smartphone,747.83,2026-04-14,V005269
Corporate Smartphone,909.9,2025-04-04,V005269
Rack Server,7400.2,2025-08-28,V005269
Rack Server,8851.24,2025-04-06,V005269
Rack Server,6173.99,2025-04-16,V005269
Rack Server,7154.98,2025-10-16,V005269
Cloud Compute Credit,323.73,2024-09-24,V005269
Cloud Compute Credit,370.11,2024-05-13,V005269
Cloud Compute Credit,405.46,2024-05-24,V005269
Cloud Compute Credit,399.53,2026-04-27,V005269
Enterprise Laptop,1135.76,2025-10-16,V005270
Enterprise Laptop,1219.24,2026-04-15,V005270
Enterprise Laptop,1459.06,2024-12-03,V005270
Corporate Smartphone,868.18,2025-03-02,V005270
Corporate Smartphone,918.95,2024-08-06,V005270
Corporate Smartphone,752.3,2025-08-15,V005270
Rack Server,6349.16,2026-02-24,V005270
Rack Server,9449.0,2024-05-08,V005270
Rack Server,7962.97,2025-08-23,V005270
Rack Server,7684.04,2026-03-04,V005270
Cloud Compute Credit,180.73,2025-09-26,V005270
Cloud Compute Credit,402.54,2024-11-13,V005270
Cloud Compute Credit,169.86,2025-03-10,V005270
Cloud Compute Credit,116.95,2024-08-28,V005270
Enterprise Laptop,988.37,2025-09-21,V005271
Enterprise Laptop,1307.6,2025-08-01,V005271
Enterprise Laptop,1194.57,2025-09-12,V005271
Corporate Smartphone,636.92,2026-04-29,V005271
Corporate Smartphone,669.36,2024-10-08,V005271
Corporate Smartphone,551.43,2025-08-29,V005271
Corporate Smartphone,1002.84,2025-03-06,V005271
Rack Server,8553.13,2025-08-04,V005271
Rack Server,8539.06,2024-11-18,V005271
Rack Server,8690.66,2025-12-16,V005271
Rack Server,9691.84,2024-07-02,V005271
Cloud Compute Credit,276.05,2024-12-21,V005271
Cloud Compute Credit,140.27,2025-07-10,V005271
Cloud Compute Credit,475.11,2025-07-07,V005271
Enterprise Laptop,1030.78,2025-09-22,V005272
Enterprise Laptop,1222.51,2026-01-31,V005272
Enterprise Laptop,1288.41,2024-07-16,V005272
Enterprise Laptop,1445.56,2025-03-28,V005272
Corporate Smartphone,963.0,2024-07-29,V005272
Corporate Smartphone,838.54,2026-02-23,V005272
Corporate Smartphone,676.76,2025-08-11,V005272
Corporate Smartphone,1058.75,2024-12-20,V005272
Rack Server,11118.39,2025-01-05,V005272
Rack Server,7789.7,2024-11-17,V005272
Rack Server,8998.44,2026-01-08,V005272
Rack Server,9037.12,2025-01-14,V005272
Cloud Compute Credit,125.02,2026-04-17,V005272
Cloud Compute Credit,117.81,2024-05-01,V005272
Enterprise Laptop,1197.12,2025-03-29,V005273
Enterprise Laptop,1041.37,2026-03-05,V005273
Enterprise Laptop,1046.03,2025-03-05,V005273
Enterprise Laptop,916.34,2026-01-06,V005273
Corporate Smartphone,998.41,2024-11-03,V005273
Corporate Smartphone,1110.58,2024-12-30,V005273
Rack Server,7876.09,2025-11-22,V005273
Rack Server,9346.7,2024-11-23,V005273
Rack Server,9089.77,2024-06-23,V005273
Cloud Compute Credit,459.11,2025-08-05,V005273
Cloud Compute Credit,132.24,2026-04-03,V005273
Cloud Compute Credit,377.81,2024-05-20,V005273
Enterprise Laptop,1149.26,2025-02-14,V005274
Enterprise Laptop,974.54,2026-01-25,V005274
Enterprise Laptop,1259.26,2025-10-01,V005274
Corporate Smartphone,1060.68,2024-06-27,V005274
Corporate Smartphone,726.25,2024-12-03,V005274
Corporate Smartphone,802.19,2025-12-21,V005274
Corporate Smartphone,750.33,2025-04-24,V005274
Rack Server,5869.04,2025-11-17,V005274
Rack Server,8559.28,2025-09-15,V005274
Rack Server,6737.22,2025-12-27,V005274
Cloud Compute Credit,365.07,2024-11-16,V005274
Cloud Compute Credit,444.02,2024-06-07,V005274
Cloud Compute Credit,293.32,2024-08-11,V005274
Cloud Compute Credit,241.34,2025-03-09,V005274
Enterprise Laptop,1221.18,2024-12-04,V005275
Enterprise Laptop,1199.1,2026-02-23,V005275
Enterprise Laptop,1387.57,2024-12-17,V005275
Enterprise Laptop,1350.54,2025-08-23,V005275
Corporate Smartphone,1197.6,2025-05-26,V005275
Corporate Smartphone,922.79,2025-05-05,V005275
Rack Server,6991.97,2025-09-13,V005275
Rack Server,8635.28,2024-10-29,V005275
Rack Server,9864.32,2024-06-25,V005275
Cloud Compute Credit,274.88,2025-05-15,V005275
Cloud Compute Credit,478.49,2024-06-28,V005275
Cloud Compute Credit,311.04,2025-02-07,V005275
Cloud Compute Credit,358.46,2024-11-30,V005275
Enterprise Laptop,1201.02,2025-06-26,V005276
Enterprise Laptop,1345.02,2025-04-20,V005276
Corporate Smartphone,892.59,2024-06-20,V005276
Corporate Smartphone,1085.17,2024-12-23,V005276
Rack Server,8696.66,2024-07-26,V005276
Rack Server,7345.72,2025-10-30,V005276
Cloud Compute Credit,181.92,2025-12-08,V005276
Cloud Compute Credit,241.8,2024-05-01,V005276
Cloud Compute Credit,209.74,2026-03-19,V005276
Cloud Compute Credit,311.37,2025-12-04,V005276
Enterprise Laptop,1375.06,2025-02-16,V005277
Enterprise Laptop,1207.25,2024-11-15,V005277
Enterprise Laptop,1141.46,2025-07-20,V005277
Corporate Smartphone,684.58,2026-02-21,V005277
Corporate Smartphone,855.65,2024-08-29,V005277
Rack Server,10710.98,2024-08-19,V005277
Rack Server,7923.73,2025-10-16,V005277
Cloud Compute Credit,387.37,2025-07-04,V005277
Cloud Compute Credit,369.41,2024-07-14,V005277
Cloud Compute Credit,476.19,2024-12-11,V005277
Cloud Compute Credit,479.57,2026-01-10,V005277
Enterprise Laptop,1111.35,2025-01-28,V005278
Enterprise Laptop,1051.1,2025-12-10,V005278
Enterprise Laptop,1243.94,2025-06-21,V005278
Corporate Smartphone,816.61,2024-08-16,V005278
Corporate Smartphone,1064.93,2025-05-24,V005278
Corporate Smartphone,972.06,2025-10-05,V005278
Corporate Smartphone,666.26,2024-09-03,V005278
Rack Server,8375.25,2024-05-27,V005278
Rack Server,7680.73,2026-01-02,V005278
Rack Server,9304.68,2024-11-19,V005278
Cloud Compute Credit,478.68,2025-10-03,V005278
Cloud Compute Credit,180.39,2025-08-09,V005278
Cloud Compute Credit,415.94,2025-02-17,V005278
Enterprise Laptop,916.18,2026-03-27,V005279
Enterprise Laptop,1065.23,2024-11-24,V005279
Enterprise Laptop,1111.99,2025-11-01,V005279
Corporate Smartphone,1020.97,2025-07-17,V005279
Corporate Smartphone,522.6,2025-07-06,V005279
Rack Server,9643.88,2024-09-15,V005279
Rack Server,6609.57,2025-09-01,V005279
Rack Server,8642.6,2024-09-29,V005279
Rack Server,9112.17,2024-10-08,V005279
Cloud Compute Credit,484.67,2025-08-27,V005279
Cloud Compute Credit,432.62,2025-05-05,V005279
Cloud Compute Credit,243.07,2025-10-04,V005279
Enterprise Laptop,1456.59,2024-11-16,V005280
Enterprise Laptop,1249.91,2025-08-09,V005280
Corporate Smartphone,603.22,2025-09-28,V005280
Corporate Smartphone,784.06,2024-05-02,V005280
Rack Server,8898.18,2026-02-23,V005280
Rack Server,9486.81,2024-08-08,V005280
Rack Server,10203.45,2024-12-26,V005280
Cloud Compute Credit,479.56,2025-11-21,V005280
Cloud Compute Credit,203.79,2024-07-09,V005280
Cloud Compute Credit,320.79,2025-02-11,V005280
Enterprise Laptop,1057.45,2026-01-11,V005281
Enterprise Laptop,1463.94,2025-03-14,V005281
Enterprise Laptop,1423.21,2025-01-08,V005281
Corporate Smartphone,655.15,2026-01-27,V005281
Corporate Smartphone,873.03,2024-11-24,V005281
Corporate Smartphone,1166.48,2024-06-26,V005281
Rack Server,10004.83,2025-12-19,V005281
Rack Server,9901.98,2025-08-07,V005281
Rack Server,8641.19,2026-03-17,V005281
Cloud Compute Credit,466.85,2026-04-19,V005281
Cloud Compute Credit,372.56,2025-02-19,V005281
Cloud Compute Credit,529.32,2026-02-21,V005281
Cloud Compute Credit,183.94,2024-07-03,V005281
Enterprise Laptop,1247.16,2024-12-29,V005282
Enterprise Laptop,995.56,2025-12-23,V005282
Enterprise Laptop,1029.8,2026-03-19,V005282
Corporate Smartphone,632.27,2025-12-04,V005282
Corporate Smartphone,609.15,2026-02-01,V005282
Rack Server,6499.2,2026-01-18,V005282
Rack Server,9164.2,2024-07-05,V005282
Rack Server,6892.15,2026-03-30,V005282
Cloud Compute Credit,103.59,2024-08-13,V005282
Cloud Compute Credit,308.5,2024-07-31,V005282
Cloud Compute Credit,266.72,2025-06-30,V005282
Cloud Compute Credit,261.47,2026-01-30,V005282
Enterprise Laptop,1587.02,2024-12-02,V005283
Enterprise Laptop,1209.8,2025-01-01,V005283
Enterprise Laptop,1460.28,2025-01-10,V005283
Corporate Smartphone,635.48,2026-01-07,V005283
Corporate Smartphone,1272.48,2024-05-27,V005283
Corporate Smartphone,902.76,2026-01-04,V005283
Rack Server,7430.54,2025-07-27,V005283
Rack Server,8136.61,2026-03-03,V005283
Rack Server,8614.69,2025-12-02,V005283
Rack Server,9527.58,2025-09-06,V005283
Cloud Compute Credit,228.33,2025-06-06,V005283
Cloud Compute Credit,128.8,2024-12-27,V005283
Cloud Compute Credit,408.83,2025-06-16,V005283
Cloud Compute Credit,337.68,2025-02-08,V005283
Enterprise Laptop,1310.6,2026-04-22,V005284
Enterprise Laptop,1240.48,2025-01-09,V005284
Enterprise Laptop,1104.46,2025-09-26,V005284
Enterprise Laptop,1064.48,2026-01-23,V005284
Corporate Smartphone,757.16,2025-11-27,V005284
Corporate Smartphone,1158.25,2025-06-03,V005284
Rack Server,7225.22,2026-03-02,V005284
Rack Server,8897.07,2026-01-29,V005284
Rack Server,11774.21,2024-10-14,V005284
Rack Server,8404.83,2025-09-24,V005284
Cloud Compute Credit,172.23,2026-03-31,V005284
Cloud Compute Credit,318.04,2025-04-02,V005284
Enterprise Laptop,1370.46,2026-02-21,V005285
Enterprise Laptop,1471.62,2025-06-24,V005285
Enterprise Laptop,1459.15,2025-01-16,V005285
Corporate Smartphone,1251.22,2025-09-04,V005285
Corporate Smartphone,716.7,2025-08-03,V005285
Corporate Smartphone,1138.88,2025-07-05,V005285
Corporate Smartphone,817.87,2025-07-09,V005285
Rack Server,11750.0,2025-03-05,V005285
Rack Server,12981.95,2024-05-22,V005285
Rack Server,9567.28,2026-02-20,V005285
Rack Server,8061.86,2026-01-19,V005285
Cloud Compute Credit,388.04,2026-03-18,V005285
Cloud Compute Credit,184.54,2025-06-12,V005285
Enterprise Laptop,1289.97,2024-10-04,V005286
Enterprise Laptop,1451.93,2024-10-10,V005286
Enterprise Laptop,1460.35,2025-02-05,V005286
Corporate Smartphone,1266.56,2024-07-07,V005286
Corporate Smartphone,760.95,2025-01-07,V005286
Corporate Smartphone,746.46,2026-03-18,V005286
Corporate Smartphone,1160.81,2025-09-23,V005286
Rack Server,9519.51,2025-01-04,V005286
Rack Server,10597.78,2025-10-10,V005286
Rack Server,9811.73,2026-02-19,V005286
Cloud Compute Credit,216.28,2024-06-22,V005286
Cloud Compute Credit,501.26,2026-02-04,V005286
Cloud Compute Credit,166.95,2024-10-25,V005286
Enterprise Laptop,1201.52,2025-08-17,V005287
Enterprise Laptop,988.86,2025-03-07,V005287
Enterprise Laptop,979.18,2025-05-04,V005287
Enterprise Laptop,976.52,2025-06-18,V005287
Corporate Smartphone,645.19,2025-07-05,V005287
Corporate Smartphone,701.53,2026-02-28,V005287
Corporate Smartphone,679.77,2026-01-28,V005287
Corporate Smartphone,939.78,2025-02-05,V005287
Rack Server,6888.02,2026-04-25,V005287
Rack Server,5861.08,2026-03-18,V005287
Rack Server,9932.68,2024-08-17,V005287
Rack Server,6439.3,2025-10-04,V005287
Cloud Compute Credit,109.1,2025-02-21,V005287
Cloud Compute Credit,188.81,2025-01-07,V005287
Enterprise Laptop,1132.54,2024-11-01,V005288
Enterprise Laptop,1455.91,2024-09-29,V005288
Enterprise Laptop,1161.87,2026-03-18,V005288
Corporate Smartphone,579.21,2025-06-17,V005288
Corporate Smartphone,672.48,2025-05-24,V005288
Rack Server,7427.71,2025-07-09,V005288
Rack Server,9953.57,2025-05-20,V005288
Rack Server,10047.5,2025-02-22,V005288
Cloud Compute Credit,439.46,2025-12-18,V005288
Cloud Compute Credit,201.74,2025-04-03,V005288
Cloud Compute Credit,273.35,2025-02-09,V005288
Enterprise Laptop,1452.28,2025-08-02,V005289
Enterprise Laptop,1359.11,2025-09-04,V005289
Corporate Smartphone,597.73,2025-09-28,V005289
Corporate Smartphone,788.51,2025-09-30,V005289
Corporate Smartphone,1054.48,2025-09-11,V005289
Rack Server,6982.96,2025-09-08,V005289
Rack Server,9050.41,2024-09-18,V005289
Rack Server,8563.92,2025-12-09,V005289
Rack Server,10581.56,2024-11-02,V005289
Cloud Compute Credit,403.78,2024-06-20,V005289
Cloud Compute Credit,436.8,2024-11-12,V005289
Cloud Compute Credit,373.18,2024-09-02,V005289
Enterprise Laptop,1234.35,2024-09-06,V005290
Enterprise Laptop,1060.89,2025-09-11,V005290
Enterprise Laptop,951.22,2026-04-09,V005290
Enterprise Laptop,1181.12,2025-06-23,V005290
Corporate Smartphone,757.2,2026-01-21,V005290
Corporate Smartphone,846.87,2025-11-05,V005290
Corporate Smartphone,895.47,2024-10-20,V005290
Rack Server,9886.51,2024-07-11,V005290
Rack Server,10384.3,2025-01-03,V005290
Cloud Compute Credit,348.81,2026-01-13,V005290
Cloud Compute Credit,267.9,2024-12-14,V005290
Cloud Compute Credit,228.11,2024-08-22,V005290
Cloud Compute Credit,394.24,2025-10-28,V005290
Enterprise Laptop,1404.58,2025-04-28,V005291
Enterprise Laptop,1191.3,2025-03-31,V005291
Corporate Smartphone,1133.2,2026-04-07,V005291
Corporate Smartphone,1161.45,2025-10-20,V005291
Rack Server,9831.2,2026-01-16,V005291
Rack Server,9857.54,2024-06-03,V005291
Rack Server,9112.61,2024-10-03,V005291
Cloud Compute Credit,396.33,2026-01-28,V005291
Cloud Compute Credit,400.83,2024-06-01,V005291
Cloud Compute Credit,272.52,2024-05-26,V005291
Enterprise Laptop,1154.88,2025-06-07,V005292
Enterprise Laptop,1192.57,2025-08-29,V005292
Corporate Smartphone,798.8,2025-03-12,V005292
Corporate Smartphone,774.28,2024-11-08,V005292
Corporate Smartphone,1094.48,2025-06-29,V005292
Corporate Smartphone,1182.26,2025-10-08,V005292
Rack Server,8511.25,2025-07-01,V005292
Rack Server,9910.62,2024-05-27,V005292
Rack Server,10732.25,2025-03-05,V005292
Rack Server,8574.09,2025-01-05,V005292
Cloud Compute Credit,161.11,2026-04-22,V005292
Cloud Compute Credit,211.2,2026-03-25,V005292
Cloud Compute Credit,537.7,2024-10-15,V005292
Cloud Compute Credit,250.67,2025-10-23,V005292
Enterprise Laptop,1094.15,2025-03-11,V005293
Enterprise Laptop,1045.86,2025-08-06,V005293
Enterprise Laptop,930.59,2025-08-29,V005293
Enterprise Laptop,1273.99,2025-04-02,V005293
Corporate Smartphone,852.45,2026-04-26,V005293
Corporate Smartphone,929.58,2024-12-04,V005293
Corporate Smartphone,671.47,2025-01-17,V005293
Corporate Smartphone,872.83,2025-09-26,V005293
Rack Server,9644.51,2024-06-26,V005293
Rack Server,8847.39,2024-07-01,V005293
Rack Server,9596.86,2024-08-01,V005293
Rack Server,10560.93,2024-10-29,V005293
Cloud Compute Credit,310.46,2024-08-11,V005293
Cloud Compute Credit,480.25,2024-09-01,V005293
Cloud Compute Credit,361.56,2026-03-28,V005293
Cloud Compute Credit,384.06,2025-12-20,V005293
Enterprise Laptop,993.9,2025-04-02,V005294
Enterprise Laptop,898.51,2025-09-24,V005294
Corporate Smartphone,964.34,2025-10-23,V005294
Corporate Smartphone,812.53,2025-03-15,V005294
Corporate Smartphone,867.89,2025-08-28,V005294
Rack Server,7529.04,2024-09-05,V005294
Rack Server,8376.07,2026-02-23,V005294
Rack Server,9241.71,2025-02-04,V005294
Cloud Compute Credit,249.02,2024-07-19,V005294
Cloud Compute Credit,466.78,2025-10-23,V005294
Cloud Compute Credit,230.93,2025-01-24,V005294
Enterprise Laptop,1194.93,2024-05-03,V005295
Enterprise Laptop,1359.71,2025-09-28,V005295
Corporate Smartphone,739.37,2025-08-14,V005295
Corporate Smartphone,859.03,2025-11-11,V005295
Corporate Smartphone,954.54,2025-12-09,V005295
Rack Server,7526.84,2025-08-10,V005295
Rack Server,9348.21,2024-11-06,V005295
Cloud Compute Credit,479.52,2024-11-20,V005295
Cloud Compute Credit,246.59,2025-06-18,V005295
Cloud Compute Credit,148.03,2024-09-03,V005295
Enterprise Laptop,1259.94,2025-09-14,V005296
Enterprise Laptop,1358.97,2024-06-28,V005296
Enterprise Laptop,1314.64,2024-06-13,V005296
Enterprise Laptop,1078.34,2026-02-02,V005296
Corporate Smartphone,721.25,2025-04-13,V005296
Corporate Smartphone,774.18,2025-11-25,V005296
Rack Server,8697.65,2026-04-14,V005296
Rack Server,11586.41,2024-11-30,V005296
Rack Server,7678.55,2025-05-19,V005296
Rack Server,11349.4,2025-01-08,V005296
Cloud Compute Credit,217.31,2025-11-28,V005296
Cloud Compute Credit,411.64,2024-05-28,V005296
Cloud Compute Credit,173.86,2025-06-09,V005296
Cloud Compute Credit,540.45,2024-10-16,V005296
Enterprise Laptop,1108.38,2024-07-05,V005297
Enterprise Laptop,1108.4,2024-10-06,V005297
Enterprise Laptop,1044.17,2025-04-28,V005297
Corporate Smartphone,984.85,2026-03-31,V005297
Corporate Smartphone,1100.64,2024-06-29,V005297
Corporate Smartphone,625.7,2025-06-12,V005297
Rack Server,6975.87,2024-12-03,V005297
Rack Server,8077.64,2024-07-15,V005297
Cloud Compute Credit,337.98,2025-06-23,V005297
Cloud Compute Credit,333.97,2025-08-27,V005297
Enterprise Laptop,1141.56,2025-09-08,V005298
Enterprise Laptop,1279.24,2025-07-10,V005298
Enterprise Laptop,1058.15,2026-02-13,V005298
Corporate Smartphone,696.34,2026-01-08,V005298
Corporate Smartphone,892.19,2025-04-29,V005298
Corporate Smartphone,658.0,2025-06-22,V005298
Corporate Smartphone,803.07,2025-11-07,V005298
Rack Server,8992.19,2024-09-04,V005298
Rack Server,8142.29,2026-01-24,V005298
Rack Server,11637.35,2024-05-28,V005298
Cloud Compute Credit,341.78,2026-02-19,V005298
Cloud Compute Credit,138.5,2025-08-11,V005298
Cloud Compute Credit,285.88,2026-04-04,V005298
Cloud Compute Credit,349.77,2026-03-31,V005298
Enterprise Laptop,1051.99,2025-06-22,V005299
Enterprise Laptop,1477.91,2024-09-06,V005299
Enterprise Laptop,1358.49,2025-08-01,V005299
Enterprise Laptop,1548.81,2024-05-13,V005299
Corporate Smartphone,838.81,2024-12-09,V005299
Corporate Smartphone,1189.79,2024-10-12,V005299
Corporate Smartphone,966.02,2025-02-27,V005299
Corporate Smartphone,862.01,2024-11-21,V005299
Rack Server,10421.85,2024-06-23,V005299
Rack Server,10481.25,2025-02-25,V005299
Rack Server,7985.16,2024-11-24,V005299
Cloud Compute Credit,484.41,2025-06-16,V005299
Cloud Compute Credit,359.93,2026-03-18,V005299
Cloud Compute Credit,352.22,2025-10-07,V005299
Cloud Compute Credit,371.83,2024-05-23,V005299
Enterprise Laptop,1086.81,2025-06-23,V005300
Enterprise Laptop,1006.76,2024-08-07,V005300
Enterprise Laptop,1140.59,2024-11-20,V005300
Enterprise Laptop,1138.62,2025-03-13,V005300
Corporate Smartphone,808.68,2024-07-04,V005300
Corporate Smartphone,560.8,2024-07-10,V005300
Corporate Smartphone,538.06,2025-03-17,V005300
Corporate Smartphone,722.14,2024-09-19,V005300
Rack Server,5643.01,2025-10-30,V005300
Rack Server,8128.79,2025-07-18,V005300
Cloud Compute Credit,405.12,2024-09-30,V005300
Cloud Compute Credit,462.81,2025-06-25,V005300
